user_id,email,password,name,phone,birth_date,role,status,created_at,updated_at,last_login_at
11,user_11@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최서수,010-1078-3684,1982-06-14,ROLE_USER,ACTIVE,2025-07-14 00:00:00,2025-07-14 00:00:00,2026-06-25 15:32:00
12,user_12@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임주현,010-4136-8300,2000-04-10,ROLE_USER,ACTIVE,2025-02-17 00:00:00,2025-02-17 00:00:00,2026-05-05 10:47:00
13,user_13@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최주영,010-2247-7673,1984-10-26,ROLE_USER,ACTIVE,2025-11-17 00:00:00,2025-11-17 00:00:00,2026-06-21 16:10:00
14,user_14@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,한시빈,010-5478-4228,1992-09-18,ROLE_USER,ACTIVE,2024-03-12 00:00:00,2024-03-12 00:00:00,2026-06-20 09:13:00
15,user_15@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황도준,010-9646-8330,1990-12-22,ROLE_USER,ACTIVE,2025-10-29 00:00:00,2025-10-29 00:00:00,2026-06-30 12:28:00
16,user_16@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍주아,010-7879-2709,1971-08-07,ROLE_USER,ACTIVE,2025-06-09 00:00:00,2025-06-09 00:00:00,2026-04-16 19:31:00
17,user_17@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황은현,010-1910-7305,1996-06-15,ROLE_USER,ACTIVE,2025-11-30 00:00:00,2025-11-30 00:00:00,2026-05-03 09:32:00
18,user_18@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,한서우,010-9290-1615,1988-05-05,ROLE_USER,ACTIVE,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-06-27 17:20:00
19,user_19@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,전시아,010-5741-2711,1991-06-03,ROLE_USER,ACTIVE,2025-08-20 00:00:00,2025-08-20 00:00:00,2026-06-19 13:59:00
20,user_20@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임하혁,010-1099-2092,2002-07-08,ROLE_USER,ACTIVE,2025-08-23 00:00:00,2025-08-23 00:00:00,2026-05-02 14:54:00
21,user_21@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이시아,010-7236-5127,1975-11-15,ROLE_USER,ACTIVE,2025-06-18 00:00:00,2025-06-18 00:00:00,2026-06-18 17:58:00
22,user_22@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조현수,010-6726-3936,1989-05-11,ROLE_USER,ACTIVE,2024-12-27 00:00:00,2024-12-27 00:00:00,2026-06-22 08:06:00
23,user_23@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장승아,010-2788-7219,1994-10-04,ROLE_USER,ACTIVE,2024-07-24 00:00:00,2024-07-24 00:00:00,2026-06-26 18:19:00
24,user_24@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조주영,010-9482-5425,1992-08-08,ROLE_USER,ACTIVE,2026-03-21 00:00:00,2026-03-21 00:00:00,2026-06-23 08:46:00
25,user_25@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,박시수,010-9303-2127,1975-04-09,ROLE_USER,ACTIVE,2026-01-30 00:00:00,2026-01-30 00:00:00,2026-06-10 08:39:00
26,user_26@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,오주아,010-2673-5900,2001-02-19,ROLE_USER,ACTIVE,2024-12-20 00:00:00,2024-12-20 00:00:00,2026-06-29 22:22:00
27,user_27@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최도현,010-6884-6355,1989-10-12,ROLE_USER,ACTIVE,2024-04-22 00:00:00,2024-04-22 00:00:00,2026-06-30 16:49:00
28,user_28@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조승빈,010-1594-8651,2004-08-28,ROLE_USER,ACTIVE,2024-09-30 00:00:00,2024-09-30 00:00:00,2026-06-04 10:38:00
29,user_29@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안민빈,010-5214-4952,1997-12-03,ROLE_USER,ACTIVE,2025-01-28 00:00:00,2025-01-28 00:00:00,2026-06-28 22:33:00
30,user_30@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송도빈,010-3292-8674,1974-07-27,ROLE_USER,ACTIVE,2025-10-26 00:00:00,2025-10-26 00:00:00,2026-06-18 19:10:00
31,user_31@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이주준,010-6107-7310,1971-10-20,ROLE_USER,ACTIVE,2024-01-16 00:00:00,2024-01-16 00:00:00,2026-06-30 12:16:00
32,user_32@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,김승아,010-1042-5287,1970-04-01,ROLE_USER,ACTIVE,2023-11-21 00:00:00,2023-11-21 00:00:00,2026-07-02 13:45:00
33,user_33@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍민빈,010-2370-9409,1977-11-20,ROLE_USER,ACTIVE,2024-12-18 00:00:00,2024-12-18 00:00:00,2026-06-24 15:14:00
34,user_34@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황시영,010-4918-3272,1973-01-06,ROLE_USER,ACTIVE,2023-11-04 00:00:00,2023-11-04 00:00:00,2026-06-19 20:29:00
35,user_35@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황현영,010-6308-1970,1980-04-26,ROLE_USER,ACTIVE,2024-01-13 00:00:00,2024-01-13 00:00:00,2026-06-27 12:53:00
36,user_36@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이예현,010-1787-5265,1979-11-13,ROLE_USER,ACTIVE,2026-02-13 00:00:00,2026-02-13 00:00:00,2026-04-15 15:14:00
37,user_37@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,정지영,010-6997-5262,1983-06-27,ROLE_USER,ACTIVE,2024-03-30 00:00:00,2024-03-30 00:00:00,2026-07-01 17:13:00
38,user_38@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권현혁,010-7048-2581,1992-04-19,ROLE_USER,ACTIVE,2025-10-31 00:00:00,2025-10-31 00:00:00,2026-06-24 11:43:00
39,user_39@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신도아,010-7894-1970,1992-10-19,ROLE_USER,ACTIVE,2023-10-22 00:00:00,2023-10-22 00:00:00,2026-06-07 18:24:00
40,user_40@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍태수,010-3561-8652,1971-10-18,ROLE_USER,ACTIVE,2025-09-26 00:00:00,2025-09-26 00:00:00,2026-06-26 12:56:00
41,user_41@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤서영,010-5767-2493,1990-02-09,ROLE_USER,ACTIVE,2026-05-05 00:00:00,2026-05-05 00:00:00,2026-05-28 20:04:00
42,user_42@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신예영,010-6086-1809,1975-12-07,ROLE_USER,ACTIVE,2024-01-13 00:00:00,2024-01-13 00:00:00,2026-06-21 18:48:00
43,user_43@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강승준,010-1690-7762,1993-05-27,ROLE_USER,ACTIVE,2026-03-26 00:00:00,2026-03-26 00:00:00,2026-06-25 10:34:00
44,user_44@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안도인,010-6898-8577,1981-03-07,ROLE_USER,ACTIVE,2025-06-30 00:00:00,2025-06-30 00:00:00,2026-07-01 17:58:00
45,user_45@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍예현,010-5925-7017,1982-09-21,ROLE_USER,ACTIVE,2025-11-07 00:00:00,2025-11-07 00:00:00,2026-06-25 22:57:00
46,user_46@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,박시수,010-5566-8964,1980-03-11,ROLE_USER,ACTIVE,2025-05-26 00:00:00,2025-05-26 00:00:00,2026-06-27 13:11:00
47,user_47@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권예영,010-7000-6155,1987-10-15,ROLE_USER,ACTIVE,2023-12-16 00:00:00,2023-12-16 00:00:00,2026-05-12 09:10:00
48,user_48@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,한승인,010-9782-4082,2002-11-20,ROLE_USER,ACTIVE,2025-09-19 00:00:00,2025-09-19 00:00:00,2026-06-30 14:31:00
49,user_49@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권민인,010-2315-1053,1997-06-25,ROLE_USER,ACTIVE,2025-07-11 00:00:00,2025-07-11 00:00:00,2026-06-20 09:10:00
50,user_50@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안주원,010-4444-5288,1974-04-08,ROLE_USER,ACTIVE,2024-12-06 00:00:00,2024-12-06 00:00:00,2026-06-26 10:04:00
51,user_51@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조예혁,010-6432-8439,1988-12-17,ROLE_USER,ACTIVE,2024-08-11 00:00:00,2024-08-11 00:00:00,2026-05-09 12:36:00
52,user_52@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤은영,010-9525-4280,2003-12-21,ROLE_USER,ACTIVE,2025-06-09 00:00:00,2025-06-09 00:00:00,2026-04-11 16:44:00
53,user_53@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임현준,010-4150-6596,1993-03-12,ROLE_USER,ACTIVE,2025-12-05 00:00:00,2025-12-05 00:00:00,2026-06-25 19:15:00
54,user_54@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,오서수,010-4206-5694,1991-03-03,ROLE_USER,ACTIVE,2024-04-06 00:00:00,2024-04-06 00:00:00,2026-07-02 20:24:00
55,user_55@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,전시현,010-3484-5190,1971-07-18,ROLE_USER,ACTIVE,2025-06-25 00:00:00,2025-06-25 00:00:00,2026-06-25 15:06:00
56,user_56@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최민빈,010-1760-2258,2000-06-14,ROLE_USER,ACTIVE,2025-08-12 00:00:00,2025-08-12 00:00:00,2026-06-24 08:51:00
57,user_57@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최태아,010-4434-6541,1971-03-06,ROLE_USER,ACTIVE,2025-08-15 00:00:00,2025-08-15 00:00:00,2026-06-12 13:06:00
58,user_58@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안현아,010-4129-3511,1976-07-20,ROLE_USER,ACTIVE,2024-06-24 00:00:00,2024-06-24 00:00:00,2026-06-19 16:22:00
59,user_59@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강승인,010-3180-7757,1976-05-05,ROLE_USER,ACTIVE,2025-04-09 00:00:00,2025-04-09 00:00:00,2026-06-24 19:47:00
60,user_60@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,한현수,010-2743-6506,1977-05-09,ROLE_USER,ACTIVE,2024-10-06 00:00:00,2024-10-06 00:00:00,2026-06-18 18:02:00
61,user_61@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍승수,010-9905-8218,1990-02-27,ROLE_USER,ACTIVE,2026-04-17 00:00:00,2026-04-17 00:00:00,2026-06-14 15:35:00
62,user_62@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최시원,010-2645-4408,1972-02-22,ROLE_USER,ACTIVE,2023-11-16 00:00:00,2023-11-16 00:00:00,2026-06-26 10:27:00
63,user_63@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강태아,010-7442-4115,1989-03-07,ROLE_USER,ACTIVE,2026-05-12 00:00:00,2026-05-12 00:00:00,2026-06-08 13:22:00
64,user_64@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이현인,010-7338-4084,1987-07-20,ROLE_USER,ACTIVE,2023-10-15 00:00:00,2023-10-15 00:00:00,2026-06-23 09:02:00
65,user_65@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권현아,010-4280-9981,1998-02-19,ROLE_USER,ACTIVE,2025-10-08 00:00:00,2025-10-08 00:00:00,2026-06-19 09:22:00
66,user_66@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권하율,010-8688-8160,1991-06-05,ROLE_USER,ACTIVE,2025-12-06 00:00:00,2025-12-06 00:00:00,2026-06-22 18:49:00
67,user_67@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조예영,010-5656-1358,1994-01-06,ROLE_USER,ACTIVE,2023-12-26 00:00:00,2023-12-26 00:00:00,2026-06-05 18:37:00
68,user_68@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍하영,010-9336-2282,1970-10-20,ROLE_USER,ACTIVE,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-06-30 17:46:00
69,user_69@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송승수,010-7422-4560,1970-08-23,ROLE_USER,ACTIVE,2024-08-31 00:00:00,2024-08-31 00:00:00,2026-06-29 18:33:00
70,user_70@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임하아,010-8538-5470,1977-11-19,ROLE_USER,ACTIVE,2025-01-08 00:00:00,2025-01-08 00:00:00,2026-06-21 14:07:00
71,user_71@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍태아,010-1143-1591,1985-11-03,ROLE_USER,ACTIVE,2026-03-31 00:00:00,2026-03-31 00:00:00,2026-06-26 10:18:00
72,user_72@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황예빈,010-7495-4567,1993-06-04,ROLE_USER,ACTIVE,2024-03-19 00:00:00,2024-03-19 00:00:00,2026-06-25 22:59:00
73,user_73@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조지수,010-1561-3139,1983-06-07,ROLE_USER,ACTIVE,2025-02-20 00:00:00,2025-02-20 00:00:00,2026-06-26 16:49:00
74,user_74@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안승빈,010-7045-9836,1995-07-14,ROLE_USER,ACTIVE,2024-09-25 00:00:00,2024-09-25 00:00:00,2026-06-23 21:47:00
75,user_75@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서지우,010-1972-7637,1983-02-03,ROLE_USER,ACTIVE,2024-01-08 00:00:00,2024-01-08 00:00:00,2026-06-18 13:55:00
76,user_76@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍도수,010-4387-7595,1975-05-23,ROLE_USER,ACTIVE,2024-03-11 00:00:00,2024-03-11 00:00:00,2026-06-22 19:23:00
77,user_77@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,박민원,010-6794-8191,1988-12-07,ROLE_USER,ACTIVE,2025-11-14 00:00:00,2025-11-14 00:00:00,2026-06-26 15:04:00
78,user_78@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이시아,010-8552-6415,1972-04-22,ROLE_USER,ACTIVE,2024-04-24 00:00:00,2024-04-24 00:00:00,2026-06-24 17:26:00
79,user_79@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,한하영,010-8395-4097,2004-10-25,ROLE_USER,ACTIVE,2025-06-06 00:00:00,2025-06-06 00:00:00,2026-06-25 13:55:00
80,user_80@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강현우,010-5288-5530,1989-04-09,ROLE_USER,ACTIVE,2025-08-20 00:00:00,2025-08-20 00:00:00,2026-06-27 20:21:00
81,user_81@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송승준,010-7951-3276,1976-03-12,ROLE_USER,ACTIVE,2026-02-05 00:00:00,2026-02-05 00:00:00,2026-06-24 18:48:00
82,user_82@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이시혁,010-1782-2891,2002-02-18,ROLE_USER,ACTIVE,2025-04-09 00:00:00,2025-04-09 00:00:00,2026-04-07 13:07:00
83,user_83@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임민원,010-1976-6712,1989-12-04,ROLE_USER,ACTIVE,2024-03-07 00:00:00,2024-03-07 00:00:00,2026-06-21 08:42:00
84,user_84@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황시혁,010-3646-7578,1985-11-09,ROLE_USER,ACTIVE,2023-10-26 00:00:00,2023-10-26 00:00:00,2026-06-30 22:14:00
85,user_85@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강지영,010-5967-8409,1996-05-03,ROLE_USER,ACTIVE,2026-04-28 00:00:00,2026-04-28 00:00:00,2026-06-23 10:20:00
86,user_86@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,전태아,010-5675-6579,1987-12-08,ROLE_USER,ACTIVE,2024-08-26 00:00:00,2024-08-26 00:00:00,2026-06-23 11:38:00
87,user_87@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임지혁,010-1428-9796,1995-01-28,ROLE_USER,ACTIVE,2026-03-14 00:00:00,2026-03-14 00:00:00,2026-06-30 09:29:00
88,user_88@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤은율,010-7556-9649,1987-03-12,ROLE_USER,ACTIVE,2024-08-24 00:00:00,2024-08-24 00:00:00,2026-06-28 18:21:00
89,user_89@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신하아,010-1313-2603,1981-08-26,ROLE_USER,ACTIVE,2024-06-26 00:00:00,2024-06-26 00:00:00,2026-06-21 16:41:00
90,user_90@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임승영,010-3014-5254,1976-03-05,ROLE_USER,ACTIVE,2025-07-01 00:00:00,2025-07-01 00:00:00,2026-06-27 22:10:00
91,user_91@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황민아,010-1131-8668,2004-01-20,ROLE_USER,ACTIVE,2025-12-17 00:00:00,2025-12-17 00:00:00,2026-06-28 17:45:00
92,user_92@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,오서아,010-6212-2268,1997-11-08,ROLE_USER,ACTIVE,2024-09-25 00:00:00,2024-09-25 00:00:00,2026-04-17 09:30:00
93,user_93@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권민아,010-6739-4339,1983-04-04,ROLE_USER,ACTIVE,2024-08-18 00:00:00,2024-08-18 00:00:00,2026-06-19 11:31:00
94,user_94@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서민혁,010-4861-8662,2000-01-18,ROLE_USER,ACTIVE,2024-11-17 00:00:00,2024-11-17 00:00:00,2026-06-21 20:30:00
95,user_95@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,오현수,010-2415-9066,1999-03-25,ROLE_USER,ACTIVE,2026-01-02 00:00:00,2026-01-02 00:00:00,2026-07-02 10:02:00
96,user_96@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤현준,010-1121-4271,1977-06-08,ROLE_USER,ACTIVE,2025-05-10 00:00:00,2025-05-10 00:00:00,2026-06-24 22:55:00
97,user_97@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신도수,010-5119-2100,1991-07-19,ROLE_USER,ACTIVE,2025-06-30 00:00:00,2025-06-30 00:00:00,2026-06-24 11:59:00
